Type;POS;Headword;Rank;Freq;Range;NormFreq;NormRange
ardabidtegi;;;2274;1;1;57.817;1.000
ardasher;;;2274;1;1;57.817;1.000
arina;;;2274;1;1;57.817;1.000
aristoteldi?;;;2274;1;1;57.817;1.000
arisvlerdi?;;;2274;1;1;57.817;1.000
arkrn;;;2274;1;1;57.817;1.000
arktikadan;;;2274;1;1;57.817;1.000
arman?;;;2274;1;1;57.817;1.000
arman?n;;;2274;1;1;57.817;1.000
armiya;;;2274;1;1;57.817;1.000
arnaw;;;2274;1;1;57.817;1.000
arpa;;;2274;1;1;57.817;1.000
arqada;;;2274;1;1;57.817;1.000
arqada??;;;2274;1;1;57.817;1.000
arqa?a;;;2274;1;1;57.817;1.000
artistler;;;2274;1;1;57.817;1.000
artq?;;;2274;1;1;57.817;1.000
artt?r?p;;;2274;1;1;57.817;1.000
artt?r?an;;;2274;1;1;57.817;1.000
artyom;;;2274;1;1;57.817;1.000
art?nda;;;2274;1;1;57.817;1.000
art?n??;;;2274;1;1;57.817;1.000
art?p;;;2274;1;1;57.817;1.000
art?qmashl???;;;2274;1;1;57.817;1.000
arxitektor;;;2274;1;1;57.817;1.000
arxitektori;;;2274;1;1;57.817;1.000
arxitektorlar;;;2274;1;1;57.817;1.000
arxitektorlar?;;;2274;1;1;57.817;1.000
arxitekturas?n??;;;2274;1;1;57.817;1.000
arxivimizde;;;2274;1;1;57.817;1.000
arza;;;2274;1;1;57.817;1.000
arz?mbet;;;2274;1;1;57.817;1.000
arz?w;;;2274;1;1;57.817;1.000
ar?slan;;;2274;1;1;57.817;1.000
ar?s?;;;2274;1;1;57.817;1.000
ar?wdan;;;2274;1;1;57.817;1.000
ar??;;;2274;1;1;57.817;1.000
asa;;;2274;1;1;57.817;1.000
asad;;;2274;1;1;57.817;1.000
asad?;;;2274;1;1;57.817;1.000
asha;;;2274;1;1;57.817;1.000
ashamayl?lard??;;;2274;1;1;57.817;1.000
asharda;;;2274;1;1;57.817;1.000
ashard?;;;2274;1;1;57.817;1.000
ashar?;;;2274;1;1;57.817;1.000
ashatu??n;;;2274;1;1;57.817;1.000
ashqan;;;2274;1;1;57.817;1.000
ashtan;;;2274;1;1;57.817;1.000
asht?;;;2274;1;1;57.817;1.000
ash?l?s?p;;;2274;1;1;57.817;1.000
ash?l?w?;;;2274;1;1;57.817;1.000
ash?l?an;;;2274;1;1;57.817;1.000
ash?l?ay;;;2274;1;1;57.817;1.000
ash?qlardan;;;2274;1;1;57.817;1.000
ash?ql?q;;;2274;1;1;57.817;1.000
ash?w;;;2274;1;1;57.817;1.000
ash?wlanad?;;;2274;1;1;57.817;1.000
ash???;;;2274;1;1;57.817;1.000
aslam?na;;;2274;1;1;57.817;1.000
asli;;;2274;1;1;57.817;1.000
asov;;;2274;1;1;57.817;1.000
asqan;;;2274;1;1;57.817;1.000
asror;;;2274;1;1;57.817;1.000
assa;;;2274;1;1;57.817;1.000
assiriyan?n;;;2274;1;1;57.817;1.000
astarl?;;;2274;1;1;57.817;1.000
astarl?q;;;2274;1;1;57.817;1.000
astrabad;;;2274;1;1;57.817;1.000
astrabadta;;;2274;1;1;57.817;1.000
astrobiologiya;;;2274;1;1;57.817;1.000
astronomiya;;;2274;1;1;57.817;1.000
ast?rad?;;;2274;1;1;57.817;1.000
as?rad?;;;2274;1;1;57.817;1.000
as?raw;;;2274;1;1;57.817;1.000
as?r?lad?;;;2274;1;1;57.817;1.000
atalmaqta;;;2274;1;1;57.817;1.000
atal?p;;;2274;1;1;57.817;1.000
atamasi;;;2274;1;1;57.817;1.000
atanad?;;;2274;1;1;57.817;1.000
ataqtan;;;2274;1;1;57.817;1.000
atasa;;;2274;1;1;57.817;1.000
atast?r?l?an;;;2274;1;1;57.817;1.000
atas?n??;;;2274;1;1;57.817;1.000
ataw;;;2274;1;1;57.817;1.000
atawda;;;2274;1;1;57.817;1.000
atawlard??;;;2274;1;1;57.817;1.000
ataw?nda??;;;2274;1;1;57.817;1.000
ataw?n??;;;2274;1;1;57.817;1.000
ataym?z;;;2274;1;1;57.817;1.000
ata?anl???;;;2274;1;1;57.817;1.000
ata?an?n;;;2274;1;1;57.817;1.000
atlar;;;2274;1;1;57.817;1.000
atlar?n;;;2274;1;1;57.817;1.000
atom;;;2274;1;1;57.817;1.000
atqa;;;2274;1;1;57.817;1.000
atqaratu??n;;;2274;1;1;57.817;1.000
atqar?lad?;;;2274;1;1;57.817;1.000
atqar?l?w?;;;2274;1;1;57.817;1.000
atqar?wsh?;;;2274;1;1;57.817;1.000
atqar?w?nda;;;2274;1;1;57.817;1.000
atqar?an;;;2274;1;1;57.817;1.000
atropatena;;;2274;1;1;57.817;1.000
attard??;;;2274;1;1;57.817;1.000
atxarved?;;;2274;1;1;57.817;1.000
at?n??;;;2274;1;1;57.817;1.000
at?r?anda;;;2274;1;1;57.817;1.000
at?wsh?;;;2274;1;1;57.817;1.000
avarlar;;;2274;1;1;57.817;1.000
avgusta;;;2274;1;1;57.817;1.000
avogardo;;;2274;1;1;57.817;1.000
avrang;;;2274;1;1;57.817;1.000
avstraliya;;;2274;1;1;57.817;1.000
avtobiografiyas?n;;;2274;1;1;57.817;1.000
avtomobil;;;2274;1;1;57.817;1.000
avtonom;;;2274;1;1;57.817;1.000
avtonomiya;;;2274;1;1;57.817;1.000
avtonomiyal?q;;;2274;1;1;57.817;1.000
avtorlar?;;;2274;1;1;57.817;1.000
avxadiy;;;2274;1;1;57.817;1.000
awdarmalardan;;;2274;1;1;57.817;1.000
awdarman??;;;2274;1;1;57.817;1.000
awdarmas?nda??;;;2274;1;1;57.817;1.000
awdar?lad?;;;2274;1;1;57.817;1.000
awdar?w;;;2274;1;1;57.817;1.000
awdar?w?a;;;2274;1;1;57.817;1.000
awlanad?;;;2274;1;1;57.817;1.000
awlan?p;;;2274;1;1;57.817;1.000
awlayd?;;;2274;1;1;57.817;1.000
awqamlas;;;2274;1;1;57.817;1.000
awqatlan?w;;;2274;1;1;57.817;1.000
awqat?n;;;2274;1;1;57.817;1.000
awz?bas?n;;;2274;1;1;57.817;1.000
awz?na;;;2274;1;1;57.817;1.000
awz?nan;;;2274;1;1;57.817;1.000
aw?ld??;;;2274;1;1;57.817;1.000
aw?llarda;;;2274;1;1;57.817;1.000
aw?l?na;;;2274;1;1;57.817;1.000
aw?l?nan;;;2274;1;1;57.817;1.000
aw?l?nda??;;;2274;1;1;57.817;1.000
aw?rl?q;;;2274;1;1;57.817;1.000
aw?r?raq;;;2274;1;1;57.817;1.000
aw?r?w?nan;;;2274;1;1;57.817;1.000
aw?z?nan;;;2274;1;1;57.817;1.000
aw?anstan;;;2274;1;1;57.817;1.000
axmedbek;;;2274;1;1;57.817;1.000
axundovt??;;;2274;1;1;57.817;1.000
axverdiyevti?;;;2274;1;1;57.817;1.000
ayapberegn;;;2274;1;1;57.817;1.000
ayapberegnni?;;;2274;1;1;57.817;1.000
ayaqlar;;;2274;1;1;57.817;1.000
aya??na;;;2274;1;1;57.817;1.000
aya??nda;;;2274;1;1;57.817;1.000
aydal?p;;;2274;1;1;57.817;1.000
ayd?n;;;2274;1;1;57.817;1.000
ayd?nnan;;;2274;1;1;57.817;1.000
ayd?n?a;;;2274;1;1;57.817;1.000
ayland?;;;2274;1;1;57.817;1.000
ayland?rd?;;;2274;1;1;57.817;1.000
ayland?r?l?an;;;2274;1;1;57.817;1.000
aylan?s;;;2274;1;1;57.817;1.000
aylan?sta??;;;2274;1;1;57.817;1.000
aylan?s?;;;2274;1;1;57.817;1.000
aylan?an;;;2274;1;1;57.817;1.000
aymaqt??;;;2274;1;1;57.817;1.000
ayma??na;;;2274;1;1;57.817;1.000
ayma??n?n??;;;2274;1;1;57.817;1.000
aynalay?n;;;2274;1;1;57.817;1.000
aynald?r?anda;;;2274;1;1;57.817;1.000
aynal?an;;;2274;1;1;57.817;1.000
aynanay?n;;;2274;1;1;57.817;1.000
ayqulash;;;2274;1;1;57.817;1.000
ayq?n;;;2274;1;1;57.817;1.000
ayra;;;2274;1;1;57.817;1.000
ayr?lsa;;;2274;1;1;57.817;1.000
ayta;;;2274;1;1;57.817;1.000
aytarl?qtay;;;2274;1;1;57.817;1.000
ayteke;;;2274;1;1;57.817;1.000
aytiwinsha;;;2274;1;1;57.817;1.000
aytmatov;;;2274;1;1;57.817;1.000
aytmuxammed;;;2274;1;1;57.817;1.000
aytqanday;;;2274;1;1;57.817;1.000
aytqanlard?;;;2274;1;1;57.817;1.000
ayt?la;;;2274;1;1;57.817;1.000
ayt?latu??n;;;2274;1;1;57.817;1.000
ayt?l?w?nan;;;2274;1;1;57.817;1.000
ayt?l?an?nday;;;2274;1;1;57.817;1.000
ayt?slarda;;;2274;1;1;57.817;1.000
ayt?slardan;;;2274;1;1;57.817;1.000
ayt?slar?n;;;2274;1;1;57.817;1.000
ayt?slar?n?n;;;2274;1;1;57.817;1.000
ayt?sqanda;;;2274;1;1;57.817;1.000
ayt?st?r?wd?;;;2274;1;1;57.817;1.000
ayt?s?n??;;;2274;1;1;57.817;1.000
ayt?s?w;;;2274;1;1;57.817;1.000
ayt?s?wlar;;;2274;1;1;57.817;1.000
ayt?wda;;;2274;1;1;57.817;1.000
ayt?wd?;;;2274;1;1;57.817;1.000
ayt?w?s?z;;;2274;1;1;57.817;1.000
ayt?w?w?;;;2274;1;1;57.817;1.000
ayt?w?a;;;2274;1;1;57.817;1.000
ay?;;;2274;1;1;57.817;1.000
ay?ld??;;;2274;1;1;57.817;1.000
ay?ll?;;;2274;1;1;57.817;1.000
ay?mbetov;;;2274;1;1;57.817;1.000
ay?mbetovlar;;;2274;1;1;57.817;1.000
ay?mxan;;;2274;1;1;57.817;1.000
ay?plan?p;;;2274;1;1;57.817;1.000
ay?playd?;;;2274;1;1;57.817;1.000
ay?r?lad?;;;2274;1;1;57.817;1.000
ay?r?ld?;;;2274;1;1;57.817;1.000
ay?r?mlar?;;;2274;1;1;57.817;1.000
ay?w;;;2274;1;1;57.817;1.000
ay??r;;;2274;1;1;57.817;1.000
azamat?n;;;2274;1;1;57.817;1.000
azar;;;2274;1;1;57.817;1.000
azarlar?na;;;2274;1;1;57.817;1.000
azatl?q;;;2274;1;1;57.817;1.000
azaytqanda;;;2274;1;1;57.817;1.000
azayt?l?an;;;2274;1;1;57.817;1.000
azay?p;;;2274;1;1;57.817;1.000
azd?m;;;2274;1;1;57.817;1.000
azerbaydjan;;;2274;1;1;57.817;1.000
azerbayjan;;;2274;1;1;57.817;1.000
azerin;;;2274;1;1;57.817;1.000
aziada;;;2274;1;1;57.817;1.000
azian?;;;2274;1;1;57.817;1.000
azim;;;2274;1;1;57.817;1.000
azimzada;;;2274;1;1;57.817;1.000
aziy;;;2274;1;1;57.817;1.000
aziyada;;;2274;1;1;57.817;1.000
aziyada??;;;2274;1;1;57.817;1.000
az?antay;;;2274;1;1;57.817;1.000
a?sar;;;2274;1;1;57.817;1.000
a?satlast?rad?;;;2274;1;1;57.817;1.000
a?sh?l?q;;;2274;1;1;57.817;1.000
a??zd??;;;2274;1;1;57.817;1.000
a??zlard??;;;2274;1;1;57.817;1.000
a??zlar?a;;;2274;1;1;57.817;1.000
a??z?n;;;2274;1;1;57.817;1.000
a??z?nan;;;2274;1;1;57.817;1.000
a?ayinleri;;;2274;1;1;57.817;1.000
a?ay?n;;;2274;1;1;57.817;1.000
a?dam;;;2274;1;1;57.817;1.000
a?eke;;;2274;1;1;57.817;1.000
a?zas?;;;2274;1;1;57.817;1.000
a??m?;;;2274;1;1;57.817;1.000
a??p;;;2274;1;1;57.817;1.000
a??s;;;2274;1;1;57.817;1.000
baba;;;2274;1;1;57.817;1.000
babak;;;2274;1;1;57.817;1.000
babalar?;;;2274;1;1;57.817;1.000
babalar?m?zdan;;;2274;1;1;57.817;1.000
babalar?m?zd??;;;2274;1;1;57.817;1.000
babas?;;;2274;1;1;57.817;1.000
badam;;;2274;1;1;57.817;1.000
bahalanad?;;;2274;1;1;57.817;1.000
bahalawd??;;;2274;1;1;57.817;1.000
bahala?an;;;2274;1;1;57.817;1.000
baharden;;;2274;1;1;57.817;1.000
bahas?nan;;;2274;1;1;57.817;1.000
bahas?nda;;;2274;1;1;57.817;1.000
bahmanyor;;;2274;1;1;57.817;1.000
bahovuddin;;;2274;1;1;57.817;1.000
bakida??;;;2274;1;1;57.817;1.000
bakinskiy;;;2274;1;1;57.817;1.000
bakteriologiya;;;2274;1;1;57.817;1.000
bakuda??;;;2274;1;1;57.817;1.000
balalard?;;;2274;1;1;57.817;1.000
balalard??;;;2274;1;1;57.817;1.000
balalar?a;;;2274;1;1;57.817;1.000
balal?q;;;2274;1;1;57.817;1.000
balal?qt??;;;2274;1;1;57.817;1.000
balam;;;2274;1;1;57.817;1.000
balaman;;;2274;1;1;57.817;1.000
balans?n;;;2274;1;1;57.817;1.000
balas?na;;;2274;1;1;57.817;1.000
balet;;;2274;1;1;57.817;1.000
baletleri;;;2274;1;1;57.817;1.000
balneologiya;;;2274;1;1;57.817;1.000
balsh?qta;;;2274;1;1;57.817;1.000
baltabek;;;2274;1;1;57.817;1.000
bal?qlar;;;2274;1;1;57.817;1.000
bangladesh;;;2274;1;1;57.817;1.000
banklerdi?;;;2274;1;1;57.817;1.000
baplar?a;;;2274;1;1;57.817;1.000
bapqa;;;2274;1;1;57.817;1.000
baqlawd?;;;2274;1;1;57.817;1.000
baqqan;;;2274;1;1;57.817;1.000
baqsi;;;2274;1;1;57.817;1.000
baqs?dan;;;2274;1;1;57.817;1.000
baqs?lar;;;2274;1;1;57.817;1.000
baqs?lardan;;;2274;1;1;57.817;1.000
baqs?lard??;;;2274;1;1;57.817;1.000
baqs?lar?;;;2274;1;1;57.817;1.000
barabar;;;2274;1;1;57.817;1.000
baraman;;;2274;1;1;57.817;1.000
barasa?;;;2274;1;1;57.817;1.000
baratu??n;;;2274;1;1;57.817;1.000
barat?r?an;;;2274;1;1;57.817;1.000
bardur;;;2274;1;1;57.817;1.000
barit;;;2274;1;1;57.817;1.000
barl?bay;;;2274;1;1;57.817;1.000
barmeken;;;2274;1;1;57.817;1.000
barnet;;;2274;1;1;57.817;1.000
barsakelmes;;;2274;1;1;57.817;1.000
baruch;;;2274;1;1;57.817;1.000
bar?ld?;;;2274;1;1;57.817;1.000
bar?w;;;2274;1;1;57.817;1.000
bar?wd?;;;2274;1;1;57.817;1.000
bar?w?na;;;2274;1;1;57.817;1.000
bar?anda;;;2274;1;1;57.817;1.000
bar?an?;;;2274;1;1;57.817;1.000
baskakov;;;2274;1;1;57.817;1.000
baslamas?nda;;;2274;1;1;57.817;1.000
baslanatu??n;;;2274;1;1;57.817;1.000
baslanbastan;;;2274;1;1;57.817;1.000
baslangan;;;2274;1;1;57.817;1.000
baslapaq;;;2274;1;1;57.817;1.000
baslapt?;;;2274;1;1;57.817;1.000
baslar;;;2274;1;1;57.817;1.000
baslawsh?lar?n??;;;2274;1;1;57.817;1.000
basla?a?;;;2274;1;1;57.817;1.000
baspanas?z;;;2274;1;1;57.817;1.000
baspas?z;;;2274;1;1;57.817;1.000
baspas?zi;;;2274;1;1;57.817;1.000
baspa?a;;;2274;1;1;57.817;1.000
basqalardan;;;2274;1;1;57.817;1.000
basqan;;;2274;1;1;57.817;1.000
basqarmas?;;;2274;1;1;57.817;1.000
basqar?wd??;;;2274;1;1;57.817;1.000
basqar?w?a;;;2274;1;1;57.817;1.000
basqasharaq;;;2274;1;1;57.817;1.000
basq?nsh?lar;;;2274;1;1;57.817;1.000
basq?nsh?lar?n??;;;2274;1;1;57.817;1.000
basq?nsh?lar?a;;;2274;1;1;57.817;1.000
basq?nsh?l???;;;2274;1;1;57.817;1.000
basq?shlar?nda;;;2274;1;1;57.817;1.000
basq?shqa;;;2274;1;1;57.817;1.000
basseynde;;;2274;1;1;57.817;1.000
basseyninde;;;2274;1;1;57.817;1.000
bassh?;;;2274;1;1;57.817;1.000
bassh?lar?;;;2274;1;1;57.817;1.000
bassh?l?qqa;;;2274;1;1;57.817;1.000
bassh?l???nda;;;2274;1;1;57.817;1.000
bassh?s?;;;2274;1;1;57.817;1.000
bast?r?l?annan;;;2274;1;1;57.817;1.000
bas?la;;;2274;1;1;57.817;1.000
bas?lad?;;;2274;1;1;57.817;1.000
bas?ma;;;2274;1;1;57.817;1.000
bas?md?;;;2274;1;1;57.817;1.000
bas?mlaw;;;2274;1;1;57.817;1.000
bas?nan;;;2274;1;1;57.817;1.000
batan;;;2274;1;1;57.817;1.000
batqan?n;;;2274;1;1;57.817;1.000
bats;;;2274;1;1;57.817;1.000
batumi;;;2274;1;1;57.817;1.000
bat?rlar;;;2274;1;1;57.817;1.000
bat?rl?qt?;;;2274;1;1;57.817;1.000
bat?s;;;2274;1;1;57.817;1.000
bat?sqa;;;2274;1;1;57.817;1.000
bat?s?nda;;;2274;1;1;57.817;1.000
baw?rlawsh?lar;;;2274;1;1;57.817;1.000
baxal?;;;2274;1;1;57.817;1.000
baxmanyor;;;2274;1;1;57.817;1.000
baxreyn;;;2274;1;1;57.817;1.000
baxt?n;;;2274;1;1;57.817;1.000
baxt?yar;;;2274;1;1;57.817;1.000
bax?t;;;2274;1;1;57.817;1.000
bax?ts?zl?qt?;;;2274;1;1;57.817;1.000
bayanlan?an;;;2274;1;1;57.817;1.000
bayanlawdan;;;2274;1;1;57.817;1.000
bayan?na;;;2274;1;1;57.817;1.000
baylansa;;;2274;1;1;57.817;1.000
baylansta;;;2274;1;1;57.817;1.000
baylan?slar;;;2274;1;1;57.817;1.000
baylan?sqan;;;2274;1;1;57.817;1.000
baylan?st?r?p;;;2274;1;1;57.817;1.000
baylan?st?r?wlar?;;;2274;1;1;57.817;1.000
baylan?st?r?wsh?;;;2274;1;1;57.817;1.000
baylan?s?n??;;;2274;1;1;57.817;1.000
baylan?s?p;;;2274;1;1;57.817;1.000
baylar?;;;2274;1;1;57.817;1.000
baylar?a;;;2274;1;1;57.817;1.000
bayl?q;;;2274;1;1;57.817;1.000
baymanqul;;;2274;1;1;57.817;1.000
bayqalad?;;;2274;1;1;57.817;1.000
bayram;;;2274;1;1;57.817;1.000
bayramli;;;2274;1;1;57.817;1.000
bayramov;;;2274;1;1;57.817;1.000
bayram?;;;2274;1;1;57.817;1.000
baytemir;;;2274;1;1;57.817;1.000
bay?p;;;2274;1;1;57.817;1.000
bay?tqan;;;2274;1;1;57.817;1.000
bay?a;;;2274;1;1;57.817;1.000
bazalar?;;;2274;1;1;57.817;1.000
bazar?;;;2274;1;1;57.817;1.000
bazda;;;2274;1;1;57.817;1.000
baz?bir;;;2274;1;1;57.817;1.000
ba?dag?l;;;2274;1;1;57.817;1.000
ba?dar;;;2274;1;1;57.817;1.000
ba?datta;;;2274;1;1;57.817;1.000
ba?j?lar;;;2274;1;1;57.817;1.000
ba?sh?l?q;;;2274;1;1;57.817;1.000
ba??lad?;;;2274;1;1;57.817;1.000
ba??nad?;;;2274;1;1;57.817;1.000
ba??p;;;2274;1;1;57.817;1.000
ba??shlayd?;;;2274;1;1;57.817;1.000
ba??wdan;;;2274;1;1;57.817;1.000
bedil;;;2274;1;1;57.817;1.000
bedilxanl?q;;;2274;1;1;57.817;1.000
bekbiy;;;2274;1;1;57.817;1.000
bekbiydi?;;;2274;1;1;57.817;1.000
bekkemleniwine;;;2274;1;1;57.817;1.000
bektemirlerdi?;;;2274;1;1;57.817;1.000
belgilegen;;;2274;1;1;57.817;1.000
belgilenbegen;;;2274;1;1;57.817;1.000
belgilenetu??n;;;2274;1;1;57.817;1.000
belgileniwi;;;2274;1;1;57.817;1.000
belgilerdi;;;2274;1;1;57.817;1.000
belgileri;;;2274;1;1;57.817;1.000
belgilewdi;;;2274;1;1;57.817;1.000
belgileytu??n;;;2274;1;1;57.817;1.000
belgisiz;;;2274;1;1;57.817;1.000
belsendilik;;;2274;1;1;57.817;1.000
belsene;;;2274;1;1;57.817;1.000
beluga;;;2274;1;1;57.817;1.000
berdibek;;;2274;1;1;57.817;1.000
berdimuratovlar;;;2274;1;1;57.817;1.000
berdimuratt?;;;2274;1;1;57.817;1.000
bere;;;2274;1;1;57.817;1.000
berese?;;;2274;1;1;57.817;1.000
beretu??nl???n;;;2274;1;1;57.817;1.000
berg;;;2274;1;1;57.817;1.000
beri;;;2274;1;1;57.817;1.000
beriledi;;;2274;1;1;57.817;1.000
berilip;;;2274;1;1;57.817;1.000
beriliwi;;;2274;1;1;57.817;1.000
berilse;;;2274;1;1;57.817;1.000
berip;;;2274;1;1;57.817;1.000
beriwde;;;2274;1;1;57.817;1.000
beriwinde;;;2274;1;1;57.817;1.000
berlinde;;;2274;1;1;57.817;1.000
berlindegi;;;2274;1;1;57.817;1.000
bermegen;;;2274;1;1;57.817;1.000
beruniy;;;2274;1;1;57.817;1.000
berzuiydi?;;;2274;1;1;57.817;1.000
besewi;;;2274;1;1;57.817;1.000
besinshi;;;2274;1;1;57.817;1.000
beste;;;2274;1;1;57.817;1.000
betinde;;;2274;1;1;57.817;1.000
betine;;;2274;1;1;57.817;1.000
beybutov;;;2274;1;1;57.817;1.000
beyimi;;;2274;1;1;57.817;1.000
bezelgen;;;2274;1;1;57.817;1.000
bezep;;;2274;1;1;57.817;1.000
bezew;;;2274;1;1;57.817;1.000
bezewleri;;;2274;1;1;57.817;1.000
bezgek;;;2274;1;1;57.817;1.000
bilchya;;;2274;1;1;57.817;1.000
bildire;;;2274;1;1;57.817;1.000
bildirgen;;;2274;1;1;57.817;1.000
bildirip;;;2274;1;1;57.817;1.000
bildiriw;;;2274;1;1;57.817;1.000
bildirmekshi;;;2274;1;1;57.817;1.000
biler;;;2274;1;1;57.817;1.000
biletu??n;;;2274;1;1;57.817;1.000
bilgenin;;;2274;1;1;57.817;1.000
bilgenligi;;;2274;1;1;57.817;1.000
bilimi;;;2274;1;1;57.817;1.000
bilimlendiriwi;;;2274;1;1;57.817;1.000
bilimlendiriwleri;;;2274;1;1;57.817;1.000
bilimlilik;;;2274;1;1;57.817;1.000
biliw;;;2274;1;1;57.817;1.000
biliwi;;;2274;1;1;57.817;1.000
bilmese;;;2274;1;1;57.817;1.000
bilmey;;;2274;1;1;57.817;1.000
bilmeydi;;;2274;1;1;57.817;1.000
bilmeytu??n;;;2274;1;1;57.817;1.000
biofizika;;;2274;1;1;57.817;1.000
biogeografiya;;;2274;1;1;57.817;1.000
bioinformatika;;;2274;1;1;57.817;1.000
biologiyan?;;;2274;1;1;57.817;1.000
biotan??;;;2274;1;1;57.817;1.000
bioximiya;;;2274;1;1;57.817;1.000
biraz;;;2274;1;1;57.817;1.000
birewdi;;;2274;1;1;57.817;1.000
birewdi?;;;2274;1;1;57.817;1.000
birewge;;;2274;1;1;57.817;1.000
birewi;;;2274;1;1;57.817;1.000
birewinde;;;2274;1;1;57.817;1.000
birewlerdi?;;;2274;1;1;57.817;1.000
birigiwinde;;;2274;1;1;57.817;1.000
birigiwine;;;2274;1;1;57.817;1.000
birinen;;;2274;1;1;57.817;1.000
birini?;;;2274;1;1;57.817;1.000
birlesip;;;2274;1;1;57.817;1.000
birlespelerin;;;2274;1;1;57.817;1.000
birlespelerinde;;;2274;1;1;57.817;1.000
birlespelerine;;;2274;1;1;57.817;1.000
birlespesi;;;2274;1;1;57.817;1.000
birlik;;;2274;1;1;57.817;1.000
birqatar;;;2274;1;1;57.817;1.000
bir?;;;2274;1;1;57.817;1.000
bitsen;;;2274;1;1;57.817;1.000
biybixan;;;2274;1;1;57.817;1.000
biyday;;;2274;1;1;57.817;1.000
biyikliklerde;;;2274;1;1;57.817;1.000
biyimlep;;;2274;1;1;57.817;1.000
biyjuwap;;;2274;1;1;57.817;1.000
biykarlamayd?;;;2274;1;1;57.817;1.000
biyt?repligi;;;2274;1;1;57.817;1.000
blankas?n;;;2274;1;1;57.817;1.000
bmsh;;;2274;1;1;57.817;1.000
bobak;;;2274;1;1;57.817;1.000
boboev;;;2274;1;1;57.817;1.000
bolaman;;;2274;1;1;57.817;1.000
bolam?z;;;2274;1;1;57.817;1.000
bolatu??n;;;2274;1;1;57.817;1.000
bolganl???;;;2274;1;1;57.817;1.000
bolip;;;2274;1;1;57.817;1.000
boljayd?;;;2274;1;1;57.817;1.000
bolmas;;;2274;1;1;57.817;1.000
bolma?anda;;;2274;1;1;57.817;1.000
bolma?an?nda;;;2274;1;1;57.817;1.000
bol?pt?;;;2274;1;1;57.817;1.000
bol?slar?n??;;;2274;1;1;57.817;1.000
bol?wd?;;;2274;1;1;57.817;1.000
bol?wd??;;;2274;1;1;57.817;1.000
bol??;;;2274;1;1;57.817;1.000
bol?anl???n;;;2274;1;1;57.817;1.000
bol?anl???na;;;2274;1;1;57.817;1.000
bol?anl???nan;;;2274;1;1;57.817;1.000
bol?an?n;;;2274;1;1;57.817;1.000
bombas?n;;;2274;1;1;57.817;1.000
boran;;;2274;1;1;57.817;1.000
boranbay;;;2274;1;1;57.817;1.000
boranbayd??;;;2274;1;1;57.817;1.000
bosap;;;2274;1;1;57.817;1.000
bosta?;;;2274;1;1;57.817;1.000
botanika;;;2274;1;1;57.817;1.000
boy;;;2274;1;1;57.817;1.000
boyl?;;;2274;1;1;57.817;1.000
boz;;;2274;1;1;57.817;1.000
bozalganli;;;2274;1;1;57.817;1.000
bozatawl?;;;2274;1;1;57.817;1.000
braxmanlar;;;2274;1;1;57.817;1.000
braxmann??;;;2274;1;1;57.817;1.000
budda;;;2274;1;1;57.817;1.000
buddizmdi;;;2274;1;1;57.817;1.000
buddizmni?;;;2274;1;1;57.817;1.000
bulaq;;;2274;1;1;57.817;1.000
bularda;;;2274;1;1;57.817;1.000
bulardan;;;2274;1;1;57.817;1.000
bulard?;;;2274;1;1;57.817;1.000
bulda;;;2274;1;1;57.817;1.000
bulgaria;;;2274;1;1;57.817;1.000
bultlard?;;;2274;1;1;57.817;1.000
burxanov;;;2274;1;1;57.817;1.000
bur?nlar?;;;2274;1;1;57.817;1.000
bur?nnanaq;;;2274;1;1;57.817;1.000
bur?n??;;;2274;1;1;57.817;1.000
bur?n???a;;;2274;1;1;57.817;1.000
butan;;;2274;1;1;57.817;1.000
buw?n;;;2274;1;1;57.817;1.000
buy?mlar?;;;2274;1;1;57.817;1.000
buzaw?n;;;2274;1;1;57.817;1.000
buzovna;;;2274;1;1;57.817;1.000
buzsa;;;2274;1;1;57.817;1.000
bxadavashta;;;2274;1;1;57.817;1.000
byuros?na;;;2274;1;1;57.817;1.000
byusti;;;2274;1;1;57.817;1.000
b?d?wiy;;;2274;1;1;57.817;1.000
b?h?r;;;2274;1;1;57.817;1.000
b?h?rstan;;;2274;1;1;57.817;1.000
b?lki;;;2274;1;1;57.817;1.000
b?rin;;;2274;1;1;57.817;1.000
b?rinen;;;2274;1;1;57.817;1.000
b?yt;;;2274;1;1;57.817;1.000
b?bekti;;;2274;1;1;57.817;1.000
b?ldi;;;2274;1;1;57.817;1.000
b?ledi;;;2274;1;1;57.817;1.000
b?legindegi;;;2274;1;1;57.817;1.000
b?legine;;;2274;1;1;57.817;1.000
b?legini?;;;2274;1;1;57.817;1.000
b?lekke;;;2274;1;1;57.817;1.000
b?lekleri;;;2274;1;1;57.817;1.000
b?leklerinen;;;2274;1;1;57.817;1.000
b?lgende;;;2274;1;1;57.817;1.000
b?limine;;;2274;1;1;57.817;1.000
b?limini?;;;2274;1;1;57.817;1.000
b?limleri;;;2274;1;1;57.817;1.000
b?limlerin;;;2274;1;1;57.817;1.000
b?limlerinde;;;2274;1;1;57.817;1.000
b?limlerinen;;;2274;1;1;57.817;1.000
b?limnen;;;2274;1;1;57.817;1.000
b?linbeydi;;;2274;1;1;57.817;1.000
b?lingen;;;2274;1;1;57.817;1.000
b?liniw;;;2274;1;1;57.817;1.000
b?lsheklewge;;;2274;1;1;57.817;1.000
